rank	degree	gene	p-value
75	284	HSP90AB1	0.0352112676056
76	282	KIF4B	0.0354609929078
77	281	GABBR1	0.0355871886121
78	279	RPGRIP1L	0.0358422939068
79	277	SEC23A	0.0361010830325
80	275	ERCC4	0.0363636363636
81	274	CEP57	0.036496350365
82	265	SFI1	0.0377358490566
83	260	FBN1	0.0384615384615
84	256	NOTCH3	0.0390625
85	253	CLP1	0.0395256916996
86	245	FGFR3	0.0408163265306
87	244	DVL3	0.0409836065574
88	243	ATF1	0.0411522633745
89	234	RAE1	0.042735042735
90	233	HNRNPA0	0.0429184549356
91	233	PTPRD	0.0429184549356
92	229	DEPDC5	0.0436681222707
93	226	INTS3	0.0442477876106
94	222	ACKR3	0.045045045045
95	220	POU2F2	0.0454545454545
96	216	DNAH17	0.0462962962963
97	215	PRKG2	0.046511627907
98	213	TARDBP	0.0469483568075
99	211	IL16	0.0473933649289
100	209	CAMK4	0.0478468899522
101	206	PLD2	0.0485436893204
102	204	TNR	0.0490196078431
103	203	IL2RG	0.0492610837438
104	202	RYR3	0.049504950495
105	201	PSME3	0.0497512437811
106	201	MYLIP	0.0497512437811
107	198	WWTR1	0.0505050505051
108	198	KCNJ3	0.0505050505051
109	197	EPO	0.0507614213198
110	197	SEC23IP	0.0507614213198
111	194	PAFAH1B1	0.0515463917526
112	192	TNFSF10	0.0520833333333
113	192	MC2R	0.0520833333333
114	190	IGKV1-33	0.0526315789474
115	182	CACNG4	0.0549450549451
116	177	ACTR1B	0.0564971751412
117	175	TAB1	0.0571428571429
118	174	SEC23B	0.0574712643678
119	172	TTF1	0.0581395348837
120	172	GSK3B	0.0581395348837
121	172	IGHD	0.0581395348837
122	170	TAL1	0.0588235294118
123	168	ACTR2	0.0595238095238
124	167	RPL8	0.059880239521
125	166	MLLT3	0.0602409638554
126	164	THPO	0.0609756097561
127	161	PTPRG	0.0621118012422
128	159	NIPBL	0.062893081761
129	158	ELMO1	0.0632911392405
130	158	ADAM10	0.0632911392405
131	158	MYH14	0.0632911392405
132	157	SHANK1	0.0636942675159
133	155	PRKCD	0.0645161290323
134	155	EIF3B	0.0645161290323
135	154	TRAPPC10	0.0649350649351
136	153	CDH15	0.0653594771242
137	151	MYH1	0.0662251655629
138	146	FBXO6	0.0684931506849
139	145	PTCH1	0.0689655172414
140	144	DKK1	0.0694444444444
141	142	HINFP	0.0704225352113
142	139	CASR	0.0719424460432
143	138	RBCK1	0.0724637681159
144	135	PCDHA5	0.0740740740741
145	135	PCDHA12	0.0740740740741
146	132	BUD31	0.0757575757576
147	131	CTNND2	0.0763358778626
148	130	TBK1	0.0769230769231
149	130	VTI1A	0.0769230769231
150	129	PPARGC1B	0.077519379845
151	128	GRIP1	0.078125
152	126	MPL	0.0793650793651
153	125	ARHGEF12	0.08
154	124	PPP1CB	0.0806451612903
155	122	AGRN	0.0819672131148
156	122	LONRF1	0.0819672131148
157	120	HNRNPH1	0.0833333333333
158	119	EXOC1	0.0840336134454
159	118	MRPL28	0.0847457627119
160	117	ARHGEF11	0.0854700854701
161	117	UBE2D3	0.0854700854701
162	116	LEF1	0.0862068965517
163	116	DDX52	0.0862068965517
164	115	SF1	0.0869565217391
165	114	TRAPPC8	0.0877192982456
166	112	ROR2	0.0892857142857
167	111	SNRPD1	0.0900900900901
168	109	ITGA9	0.0917431192661
169	108	EZH2	0.0925925925926
170	107	PRICKLE1	0.0934579439252
171	107	CALML4	0.0934579439252
172	105	TLR9	0.0952380952381
173	105	EAF1	0.0952380952381
174	104	TLL1	0.0961538461538
175	103	TRPC4	0.0970873786408
176	101	ELK1	0.0990099009901
177	101	FZD3	0.0990099009901
178	101	GPS2	0.0990099009901
179	101	TRAP1	0.0990099009901
180	100	MYL2	0.1
181	100	KDM3B	0.1
182	97	ADAM17	0.103092783505
183	96	KRT78	0.104166666667
184	95	COL6A1	0.105263157895
185	92	TUBG1	0.108695652174
186	91	UBE4B	0.10989010989
187	88	ZNF792	0.113636363636
188	87	WDR59	0.114942528736
189	85	MYH10	0.117647058824
190	85	NR5A2	0.117647058824
191	82	SORCS3	0.121951219512
192	81	HNF4G	0.123456790123
193	81	GEMIN4	0.123456790123
194	81	VPS45	0.123456790123
195	80	FANCL	0.125
196	80	IGHV3-48	0.125
197	80	KCNJ11	0.125
198	79	SYT2	0.126582278481
199	78	LY96	0.128205128205
200	77	NDUFA13	0.12987012987
201	77	LIN7A	0.12987012987
202	75	DCP1A	0.133333333333
203	74	IRAK2	0.135135135135
204	72	KPNB1	0.138888888889
205	72	PDPK1	0.138888888889
206	72	DSG3	0.138888888889
207	72	KRT3	0.138888888889
208	71	ERCC2	0.140845070423
209	71	SYDE2	0.140845070423
210	71	ZNF438	0.140845070423
211	71	KRT79	0.140845070423
212	70	PPP1R3B	0.142857142857
213	69	LAT	0.144927536232
214	69	CDH18	0.144927536232
215	69	ACAD9	0.144927536232
216	69	EPN2	0.144927536232
217	67	LIPE	0.149253731343
218	67	TSLP	0.149253731343
219	66	EIF2AK3	0.151515151515
220	66	PDCD7	0.151515151515
221	65	GALNT6	0.153846153846
222	63	NANOG	0.15873015873
223	63	CIC	0.15873015873
224	63	CHRNA1	0.15873015873
225	62	KCNU1	0.161290322581
226	62	PLXND1	0.161290322581
227	62	KCNJ5	0.161290322581
228	60	CDK6	0.166666666667
229	59	IFNA14	0.169491525424
230	59	MRPL40	0.169491525424
231	58	MRPL55	0.172413793103
232	58	ERAL1	0.172413793103
233	57	FANCE	0.175438596491
234	57	CGN	0.175438596491
235	57	TLE2	0.175438596491
236	57	ZWINT	0.175438596491
237	56	TAF5L	0.178571428571
238	56	DPF3	0.178571428571
239	55	DDIT3	0.181818181818
240	55	F2RL3	0.181818181818
241	54	TRIB3	0.185185185185
242	54	GRIK5	0.185185185185
243	54	PRELP	0.185185185185
244	54	INTU	0.185185185185
245	52	GCNT4	0.192307692308
246	52	ZNF648	0.192307692308
247	51	IGHE	0.196078431373
248	51	GOLGA5	0.196078431373
249	50	CCNA1	0.2
250	50	CASS4	0.2
251	50	KRT36	0.2
252	50	CLCA1	0.2
253	50	UGT1A9	0.2
254	49	OR2J2	0.204081632653
255	49	LHX8	0.204081632653
256	49	ARHGAP22	0.204081632653
257	49	TRAV3	0.204081632653
258	48	PORCN	0.208333333333
259	47	CD28	0.212765957447
260	45	UNC5C	0.222222222222
261	45	OR7D4	0.222222222222
262	44	PGF	0.227272727273
263	44	HTR4	0.227272727273
264	44	ZFYVE26	0.227272727273
265	43	CEACAM5	0.232558139535
266	43	OR5AS1	0.232558139535
267	42	GLE1	0.238095238095
268	42	OR8A1	0.238095238095
269	42	AKTIP	0.238095238095
270	41	GMEB2	0.243902439024
271	41	GCC2	0.243902439024
272	41	POLR3E	0.243902439024
273	40	BMX	0.25
274	40	ARHGAP4	0.25
275	38	ATAD2	0.263157894737
276	38	CCKBR	0.263157894737
277	38	CCL25	0.263157894737
278	37	RNF216	0.27027027027
279	36	MDM2	0.277777777778
280	36	IBSP	0.277777777778
281	36	HSPA6	0.277777777778
282	35	FABP3	0.285714285714
283	35	XYLT2	0.285714285714
284	34	MCHR2	0.294117647059
285	33	REL	0.30303030303
286	33	MMS19	0.30303030303
287	33	MED19	0.30303030303
288	33	EBF3	0.30303030303
289	33	ACAP1	0.30303030303
290	33	UGT2B11	0.30303030303
291	32	PPP4R1	0.3125
292	32	SLAMF6	0.3125
293	31	LDB1	0.322580645161
294	31	HRH4	0.322580645161
295	31	NEK8	0.322580645161
296	30	GNGT2	0.333333333333
297	30	BRD2	0.333333333333
298	30	CAMSAP3	0.333333333333
299	30	KCNH7	0.333333333333
300	29	MSH5	0.344827586207
301	29	MAPRE2	0.344827586207
302	29	DRD3	0.344827586207
303	29	KRT20	0.344827586207
304	29	PKD1L1	0.344827586207
305	28	PEG3	0.357142857143
306	28	PRDM14	0.357142857143
307	28	ASB6	0.357142857143
308	28	KLHL3	0.357142857143
309	27	PEX1	0.37037037037
310	27	KRT27	0.37037037037
311	26	TAF6L	0.384615384615
312	26	TRIM29	0.384615384615
313	26	TFPT	0.384615384615
314	25	SBF1	0.4
315	25	SFTPA1	0.4
316	25	LRIF1	0.4
317	24	SEC62	0.416666666667
318	24	MASP2	0.416666666667
319	24	CFB	0.416666666667
320	23	SIK1	0.434782608696
321	23	GATAD2A	0.434782608696
322	23	ETV6	0.434782608696
323	23	ATG7	0.434782608696
324	23	CDC42BPG	0.434782608696
325	22	LGI1	0.454545454545
326	22	VPS39	0.454545454545
327	22	NCAM2	0.454545454545
328	21	TAF1D	0.47619047619
329	21	EEF2K	0.47619047619
330	21	PHKB	0.47619047619
331	21	FER	0.47619047619
332	21	SLIT3	0.47619047619
333	21	PRICKLE2	0.47619047619
334	20	ARHGEF3	0.5
335	20	TIMM23	0.5
336	20	CDS1	0.5
337	20	ARMC8	0.5
