rank	degree	gene	p-value
222	34	ELN	0.294117647059
223	34	CSH2	0.294117647059
224	34	UBE3A	0.294117647059
225	34	IFNW1	0.294117647059
226	33	DENND1A	0.30303030303
227	33	OXTR	0.30303030303
228	32	SYDE1	0.3125
229	32	CD1C	0.3125
230	32	NOTUM	0.3125
231	31	MYLK3	0.322580645161
232	31	RALGDS	0.322580645161
233	31	ORC5	0.322580645161
234	30	VEGFC	0.333333333333
235	30	COL13A1	0.333333333333
236	30	CTSD	0.333333333333
237	30	MFN1	0.333333333333
238	30	MYL4	0.333333333333
239	30	UGT2B11	0.333333333333
240	29	SOCS4	0.344827586207
241	29	LHX4	0.344827586207
242	29	MYL12B	0.344827586207
243	29	MAP1B	0.344827586207
244	29	EIF4G3	0.344827586207
245	28	KRT19	0.357142857143
246	28	CHFR	0.357142857143
247	27	SH2B3	0.37037037037
248	27	PFN2	0.37037037037
249	27	ADORA3	0.37037037037
250	27	GALNT1	0.37037037037
251	27	GCNT3	0.37037037037
252	27	AGK	0.37037037037
253	27	SLC38A9	0.37037037037
254	27	TEAD3	0.37037037037
255	27	IFT74	0.37037037037
256	27	UGT2A3	0.37037037037
257	26	RAD18	0.384615384615
258	26	GYS1	0.384615384615
259	26	VAPA	0.384615384615
260	26	UBE2F	0.384615384615
261	26	TEAD2	0.384615384615
262	25	RAD51B	0.4
263	25	HOOK2	0.4
264	24	DLG1	0.416666666667
265	24	KRT73	0.416666666667
266	24	NSMAF	0.416666666667
267	24	CYP11B1	0.416666666667
268	24	PDZRN3	0.416666666667
269	24	HINFP	0.416666666667
270	24	ECSIT	0.416666666667
271	23	ZNF76	0.434782608696
272	23	TRAPPC8	0.434782608696
273	23	NDUFB7	0.434782608696
274	22	WDR59	0.454545454545
275	22	CBX2	0.454545454545
276	22	RGS3	0.454545454545
277	22	LGR6	0.454545454545
278	22	POU6F2	0.454545454545
279	22	ATXN3L	0.454545454545
280	21	MYOCD	0.47619047619
281	21	PRICKLE2	0.47619047619
282	21	NDUFA7	0.47619047619
283	21	SRY	0.47619047619
284	21	CD37	0.47619047619
285	20	AMBRA1	0.5
286	20	KIR3DL1	0.5
287	20	CNN1	0.5
288	20	DPP4	0.5
289	20	TFAP2B	0.5
290	20	METAP2	0.5
