rank	degree	gene	p-value
70	193	LAMA5	0.0518134715026
71	190	NUP188	0.0526315789474
72	189	DCC	0.0529100529101
73	188	NCOA2	0.0531914893617
74	185	CDH3	0.0540540540541
75	183	CNR1	0.0546448087432
76	183	NUP50	0.0546448087432
77	182	PLXNA4	0.0549450549451
78	170	HTR2C	0.0588235294118
79	166	IGKV2-30	0.0602409638554
80	165	NEB	0.0606060606061
81	160	SRSF7	0.0625
82	159	CHD9	0.062893081761
83	158	NF1	0.0632911392405
84	158	ARCN1	0.0632911392405
85	157	CENPP	0.0636942675159
86	154	ADCY2	0.0649350649351
87	144	CHUK	0.0694444444444
88	143	TIAM1	0.0699300699301
89	140	PSMD1	0.0714285714286
90	140	PCDHB14	0.0714285714286
91	139	BCAR1	0.0719424460432
92	139	PSMD6	0.0719424460432
93	138	IGKV1D-16	0.0724637681159
94	137	GTF2E2	0.0729927007299
95	137	GRM4	0.0729927007299
96	137	PSME1	0.0729927007299
97	136	PIK3R3	0.0735294117647
98	131	AHI1	0.0763358778626
99	130	KLC2	0.0769230769231
100	130	ARHGEF2	0.0769230769231
101	130	KIF24	0.0769230769231
102	125	COPS7A	0.08
103	124	PAPOLA	0.0806451612903
104	123	IFT140	0.0813008130081
105	122	IL1RAP	0.0819672131148
106	118	CPT1C	0.0847457627119
107	118	LEPR	0.0847457627119
108	116	CAV1	0.0862068965517
109	116	FBXW7	0.0862068965517
110	115	TTF1	0.0869565217391
111	103	TXNL4A	0.0970873786408
112	102	XCR1	0.0980392156863
113	99	HTR2A	0.10101010101
114	99	EIF4E	0.10101010101
115	99	SUMO2	0.10101010101
116	98	AURKAIP1	0.102040816327
117	94	HMGB1	0.106382978723
118	91	EXOC4	0.10989010989
119	90	XPC	0.111111111111
120	90	SUFU	0.111111111111
121	88	CDC6	0.113636363636
122	83	NRIP1	0.120481927711
123	83	ABCA1	0.120481927711
124	82	CWC27	0.121951219512
125	79	TRAP1	0.126582278481
126	78	MMP16	0.128205128205
127	77	CCR7	0.12987012987
128	77	GBF1	0.12987012987
129	76	ARNT	0.131578947368
130	74	PRKAG3	0.135135135135
131	74	IFNA13	0.135135135135
132	74	RPL37	0.135135135135
133	73	RPL28	0.13698630137
134	72	PLXNB2	0.138888888889
135	72	KRT4	0.138888888889
136	71	NSL1	0.140845070423
137	70	NFATC2	0.142857142857
138	69	EED	0.144927536232
139	68	GALNT10	0.147058823529
140	68	VCP	0.147058823529
141	66	SYT1	0.151515151515
142	66	FGF4	0.151515151515
143	65	RAD17	0.153846153846
144	65	RPL23A	0.153846153846
145	64	EPHB3	0.15625
146	64	ENO1	0.15625
147	64	DAB2	0.15625
148	64	FABP4	0.15625
149	64	TLE3	0.15625
150	63	DDX58	0.15873015873
151	62	PAG1	0.161290322581
152	61	TCF4	0.16393442623
153	61	PHC2	0.16393442623
154	60	GJA5	0.166666666667
155	59	BRIP1	0.169491525424
156	59	CTCFL	0.169491525424
157	57	GPR17	0.175438596491
158	57	EVPL	0.175438596491
159	57	FCER1A	0.175438596491
160	55	TRIM8	0.181818181818
161	54	PLK3	0.185185185185
162	54	NOP58	0.185185185185
163	54	IL13RA1	0.185185185185
164	53	IGHG3	0.188679245283
165	53	PRKG2	0.188679245283
166	53	ZNRF2	0.188679245283
167	52	LIG1	0.192307692308
168	52	PARVG	0.192307692308
169	52	DLC1	0.192307692308
170	52	GRIK1	0.192307692308
171	52	ZIC1	0.192307692308
172	52	FMR1	0.192307692308
173	51	SCNN1B	0.196078431373
174	50	PBX3	0.2
175	50	BDKRB1	0.2
176	50	MYOD1	0.2
177	50	IMP4	0.2
178	49	NRP1	0.204081632653
179	49	TRIM37	0.204081632653
180	49	MRPL40	0.204081632653
181	48	MRPL15	0.208333333333
182	48	MRPL14	0.208333333333
183	47	RACGAP1	0.212765957447
184	47	CCR9	0.212765957447
185	47	PHIP	0.212765957447
186	47	MRPL39	0.212765957447
187	47	MTNR1A	0.212765957447
188	46	POLR1B	0.217391304348
189	46	TP53BP2	0.217391304348
190	46	USP22	0.217391304348
191	46	POLR3D	0.217391304348
192	46	KRT81	0.217391304348
193	46	PPP1R1A	0.217391304348
194	46	WDR43	0.217391304348
195	45	OPRL1	0.222222222222
196	45	CALCR	0.222222222222
197	45	TAP1	0.222222222222
198	43	CDH12	0.232558139535
199	43	IL11RA	0.232558139535
200	43	NPRL3	0.232558139535
201	42	BHLHE40	0.238095238095
202	42	FAM13A	0.238095238095
203	42	ATP2A2	0.238095238095
204	41	USP10	0.243902439024
205	41	FMOD	0.243902439024
206	41	CYP2C19	0.243902439024
207	41	MCM4	0.243902439024
208	40	CDC37	0.25
209	40	NFKBIE	0.25
210	40	RBFOX1	0.25
211	39	ATP1A2	0.25641025641
212	39	NEO1	0.25641025641
213	38	CTC1	0.263157894737
214	38	OR6K2	0.263157894737
215	38	DOK1	0.263157894737
216	37	IL18RAP	0.27027027027
217	37	YKT6	0.27027027027
218	37	GJC2	0.27027027027
219	37	FANK1	0.27027027027
220	36	FLRT2	0.277777777778
221	36	CNOT2	0.277777777778
222	36	TENM2	0.277777777778
223	35	GRIP2	0.285714285714
224	35	OR4P4	0.285714285714
225	35	LPAR6	0.285714285714
226	35	MYH1	0.285714285714
227	34	EIF5B	0.294117647059
228	33	TOP2B	0.30303030303
229	33	CRP	0.30303030303
230	32	PI4KB	0.3125
231	31	ARHGEF11	0.322580645161
232	31	SAP30L	0.322580645161
233	31	KAT6A	0.322580645161
234	31	EIF4G3	0.322580645161
235	30	ASB6	0.333333333333
236	30	TANK	0.333333333333
237	30	NR2F2	0.333333333333
238	30	MUC13	0.333333333333
239	30	MTMR6	0.333333333333
240	29	GRHL3	0.344827586207
241	29	ONECUT1	0.344827586207
242	29	TAS1R2	0.344827586207
243	28	KCNJ2	0.357142857143
244	28	SYVN1	0.357142857143
245	28	DBF4	0.357142857143
246	28	LRPPRC	0.357142857143
247	27	GRIK2	0.37037037037
248	27	AMFR	0.37037037037
249	27	GSTA2	0.37037037037
250	27	ADAM30	0.37037037037
251	27	OR6N2	0.37037037037
252	27	MAFF	0.37037037037
253	26	GNB2	0.384615384615
254	26	CABIN1	0.384615384615
255	26	MLH1	0.384615384615
256	26	PFKM	0.384615384615
257	26	TEAD3	0.384615384615
258	26	CYP2A6	0.384615384615
259	26	NDUFV1	0.384615384615
260	25	POGZ	0.4
261	25	APAF1	0.4
262	25	UNC13B	0.4
263	25	MAGED1	0.4
264	25	EVC2	0.4
265	24	CHD6	0.416666666667
266	24	KCNQ1	0.416666666667
267	24	ARC	0.416666666667
268	24	RGMA	0.416666666667
269	23	HKDC1	0.434782608696
270	23	MADD	0.434782608696
271	22	ARHGEF5	0.454545454545
272	22	DMTF1	0.454545454545
273	22	KRT38	0.454545454545
274	22	TRPC7	0.454545454545
275	22	CSPG5	0.454545454545
276	21	SIN3A	0.47619047619
277	21	PARD3B	0.47619047619
278	21	PARP14	0.47619047619
279	21	CXCL16	0.47619047619
280	21	CHST11	0.47619047619
281	20	NETO1	0.5
282	20	SIX2	0.5
283	20	HDAC8	0.5
284	20	IDH1	0.5
285	20	FBLN5	0.5
286	20	DAO	0.5
287	20	ZNF98	0.5
